Hourly measurement data supplied by UK-air on 07/12/2021
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"Bexley - Belvedere West",,"Birmingham Airport 2",,"Breckland East Wretham",,"Brent - Ikea",,"Bridgend Park Street",,"Chichester - Lodsworth",,"Eastbourne - Devonshire Park",,"Glasgow Waulkmillglen Reservoir",,"Greenwich - Falconwood",,"Greenwich - Plumstead High Street",,"Greenwich - Westhorne Avenue",,"Greenwich - Woolwich Flyover",,"H&F Hammersmith Town Centre",,"Hackney - Old Street",,"Hounslow Cranford",,"Lewes - Newhaven",,"Lewisham - Honor Oak Park",,"Luton Airport FutureLuToN",,"Marchlyn Mawr",,"Newport M4 Junction 25",,"Oxford St Ebbes (Cal Club)",,"Redbridge - Ley Street",,"Redcar Dormanstown",,"Reigate and Banstead - Poles Lane",,"Richmond Upon Thames - Barnes Wetlands",,"Rother - Rye Harbour",,"Salford M60",,"Sevenoaks - Greatness Park",,"South Holland Westmere School",,"Southwark - Elephant and Castle",,"Swansea Cwm Level Park",,"Swansea Hafod DOAS",,"Swansea Morriston Roadside",,"Swansea St Thomas DOAS",,"Tower Hamlets - Blackwall",,"Tower Hamlets - Millwall Park",,"V Glamorgan Windsor Road Penarth",,"Wealden - Isfield",
Date,Time,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status
2021-07-10,09:00:00,30,N ugm-3,36.73141,N ugm-3,29.53636,N ugm-3,No data,,No data,,16.7,N ugm-3,No data,,34.6,N ugm-3,22,N ugm-3,27.9,N ugm-3,No data,,8.5,N ugm-3,23.49937,N ugm-3,27.2,N ugm-3,No data,,13.5,N ugm-3,47.5,N ugm-3,42.64146,N ugm-3,No data,N ugm-3,21,N ugm-3,28.53851,N ugm-3,30.2,N ugm-3,59.82111,N ugm-3,35.7,N ugm-3,36.6,N ugm-3,32,N ugm-3,28.5765,N ugm-3,33.3,N ugm-3,43.05723,N ugm-3,41.3,N ugm-3,18,N ugm-3,38,N ugm-3,No data,,32,N ugm-3,23.4,N ugm-3,35.62324,N ugm-3,No data,,29.5,N ugm-3
2021-07-10,10:00:00,25.8,N ugm-3,41.7007,N ugm-3,28.93765,N ugm-3,No data,,No data,,27.1,N ugm-3,No data,,48.4,N ugm-3,23.9,N ugm-3,29.4,N ugm-3,No data,,8,N ugm-3,25.04604,N ugm-3,28.2,N ugm-3,No data,,14.8,N ugm-3,47.9,N ugm-3,45.58512,N ugm-3,No data,N ugm-3,23,N ugm-3,26.6426,N ugm-3,29.8,N ugm-3,63.96219,N ugm-3,40.8,N ugm-3,36.6,N ugm-3,40.1,N ugm-3,27.62395,N ugm-3,37.2,N ugm-3,46.00089,N ugm-3,41.3,N ugm-3,32,N ugm-3,38,N ugm-3,No data,,36,N ugm-3,23.7,N ugm-3,39.41508,N ugm-3,No data,,35.1,N ugm-3
2021-07-10,11:00:00,32,N ugm-3,66.61861,N ugm-3,36.5712,N ugm-3,No data,,No data,,36.2,N ugm-3,No data,,53.7,N ugm-3,23.4,N ugm-3,28.4,N ugm-3,No data,,13.5,N ugm-3,24.49722,N ugm-3,32.2,N ugm-3,No data,,12,N ugm-3,55.4,N ugm-3,43.93866,N ugm-3,No data,N ugm-3,22,N ugm-3,29.43658,N ugm-3,34.6,N ugm-3,69.40047,N ugm-3,50.2,N ugm-3,35.6,N ugm-3,45.5,N ugm-3,30.95788,N ugm-3,38.8,N ugm-3,49.64304,N ugm-3,41,N ugm-3,36,N ugm-3,40,N ugm-3,No data,,38,N ugm-3,24.4,N ugm-3,32.18066,N ugm-3,No data,,37.7,N ugm-3
2021-07-10,12:00:00,23.6,N ugm-3,70.6624,N ugm-3,42.00949,N ugm-3,No data,,No data,,41.3,N ugm-3,No data,,57.6,N ugm-3,21.5,N ugm-3,27.9,N ugm-3,No data,,20,N ugm-3,24.99614,N ugm-3,32.7,N ugm-3,No data,,15.3,N ugm-3,56.7,N ugm-3,44.48748,N ugm-3,No data,N ugm-3,23,N ugm-3,32.43012,N ugm-3,31,N ugm-3,72.24434,N ugm-3,51.2,N ugm-3,37.1,N ugm-3,43.2,N ugm-3,23.70791,N ugm-3,37.1,N ugm-3,53.13551,N ugm-3,37.3,N ugm-3,39,N ugm-3,44,N ugm-3,No data,,41,N ugm-3,22.8,N ugm-3,29.9355,N ugm-3,No data,,34.7,N ugm-3
2021-07-10,13:00:00,28.7,N ugm-3,59.36215,N ugm-3,48.09637,N ugm-3,No data,,No data,,50.1,N ugm-3,No data,,57.5,N ugm-3,18.5,N ugm-3,24.4,N ugm-3,No data,,20.5,N ugm-3,25.74453,N ugm-3,26.7,N ugm-3,No data,,16.8,N ugm-3,45.3,N ugm-3,42.75787,N ugm-3,No data,N ugm-3,24,N ugm-3,38.81636,N ugm-3,31.4,N ugm-3,72.84305,N ugm-3,51.4,N ugm-3,38.7,N ugm-3,40.4,N ugm-3,29.47613,N ugm-3,34.4,N ugm-3,55.18111,N ugm-3,34.4,N ugm-3,40,N ugm-3,46,N ugm-3,No data,,42,N ugm-3,25.1,N ugm-3,32.92905,N ugm-3,No data,,34.8,N ugm-3
2021-07-10,14:00:00,27.4,N ugm-3,65.57646,N ugm-3,47.04863,N ugm-3,No data,,No data,,45.4,N ugm-3,No data,,61.3,N ugm-3,16.5,N ugm-3,26.4,N ugm-3,No data,,25.4,N ugm-3,27.69034,N ugm-3,26.2,N ugm-3,No data,,19.1,N ugm-3,41.6,N ugm-3,45.01967,N ugm-3,No data,N ugm-3,26,N ugm-3,38.31744,N ugm-3,32.7,N ugm-3,75.98628,N ugm-3,43.1,N ugm-3,45.8,N ugm-3,43.1,N ugm-3,48.84465,N ugm-3,30.8,N ugm-3,57.92519,N ugm-3,25.5,N ugm-3,51,N ugm-3,53,N ugm-3,No data,,44,N ugm-3,26.3,N ugm-3,33.82712,N ugm-3,No data,,44.2,N ugm-3
2021-07-10,15:00:00,28.1,N ugm-3,71.92119,N ugm-3,47.49766,N ugm-3,No data,,No data,,61.6,N ugm-3,No data,,61.7,N ugm-3,23,N ugm-3,34.4,N ugm-3,No data,,17.5,N ugm-3,20.90496,N ugm-3,28.7,N ugm-3,No data,,24.8,N ugm-3,39.6,N ugm-3,46.68275,N ugm-3,No data,N ugm-3,31,N ugm-3,44.30454,N ugm-3,29.1,N ugm-3,71.79531,N ugm-3,32.1,N ugm-3,41.7,N ugm-3,35.1,N ugm-3,36.35566,N ugm-3,32.5,N ugm-3,62.21595,N ugm-3,30.6,N ugm-3,53,N ugm-3,54,N ugm-3,No data,,47,N ugm-3,25.3,N ugm-3,33.9269,N ugm-3,No data,,44.9,N ugm-3
2021-07-10,16:00:00,38.5,N ugm-3,69.60004,N ugm-3,52.18756,N ugm-3,No data,,No data,,52.1,N ugm-3,No data,,52.7,N ugm-3,28.9,N ugm-3,38.9,N ugm-3,No data,,16.5,N ugm-3,25.59485,N ugm-3,25.2,N ugm-3,No data,,26.8,N ugm-3,40.7,N ugm-3,45.38555,N ugm-3,No data,N ugm-3,37,N ugm-3,43.40648,N ugm-3,33.5,N ugm-3,73.89079,N ugm-3,40.4,N ugm-3,39.2,N ugm-3,39.5,N ugm-3,49.00341,N ugm-3,38.3,N ugm-3,60.96864,N ugm-3,30.4,N ugm-3,58,N ugm-3,55,N ugm-3,No data,,49,N ugm-3,25.6,N ugm-3,34.27615,N ugm-3,No data,,53.2,N ugm-3
2021-07-10,17:00:00,41.5,N ugm-3,71.93276,N ugm-3,51.43917,N ugm-3,No data,,No data,,49.5,N ugm-3,No data,,53.2,N ugm-3,28.9,N ugm-3,37.9,N ugm-3,No data,,17,N ugm-3,25.44518,N ugm-3,24.3,N ugm-3,No data,,30.1,N ugm-3,41.3,N ugm-3,48.49551,N ugm-3,No data,N ugm-3,39,N ugm-3,37.61894,N ugm-3,36,N ugm-3,77.73252,N ugm-3,45.4,N ugm-3,37.7,N ugm-3,42.3,N ugm-3,27.99439,N ugm-3,48.2,N ugm-3,61.96649,N ugm-3,30.2,N ugm-3,61,N ugm-3,53,N ugm-3,No data,,45,N ugm-3,28.6,N ugm-3,31.78152,N ugm-3,No data,,58.3,N ugm-3
2021-07-10,18:00:00,33.8,N ugm-3,72.15838,N ugm-3,45.65164,N ugm-3,No data,,No data,,42.5,N ugm-3,No data,,56,N ugm-3,22.5,N ugm-3,27.9,N ugm-3,No data,,18.5,N ugm-3,22.40173,N ugm-3,27.7,N ugm-3,No data,,33.5,N ugm-3,38.9,N ugm-3,48.19616,N ugm-3,No data,N ugm-3,37,N ugm-3,40.71228,N ugm-3,33.4,N ugm-3,77.78241,N ugm-3,49.2,N ugm-3,34.1,N ugm-3,51.1,N ugm-3,31.59291,N ugm-3,46.1,N ugm-3,60.46971,N ugm-3,29,N ugm-3,58,N ugm-3,48,N ugm-3,No data,,44,N ugm-3,26.2,N ugm-3,37.02024,N ugm-3,No data,,58.6,N ugm-3
2021-07-10,19:00:00,31.6,N ugm-3,60.70226,N ugm-3,44.05508,N ugm-3,No data,,No data,,35.1,N ugm-3,No data,,53.3,N ugm-3,23.9,N ugm-3,24.4,N ugm-3,No data,,24.4,N ugm-3,16.81377,N ugm-3,26.2,N ugm-3,No data,,31.1,N ugm-3,35,N ugm-3,44.40433,N ugm-3,No data,N ugm-3,37,N ugm-3,43.15701,N ugm-3,33.1,N ugm-3,77.38327,N ugm-3,48.5,N ugm-3,30,N ugm-3,56.8,N ugm-3,41.80637,N ugm-3,40.1,N ugm-3,58.37423,N ugm-3,24.3,N ugm-3,57,N ugm-3,41,N ugm-3,No data,,40,N ugm-3,29,N ugm-3,33.52776,N ugm-3,No data,,51.1,N ugm-3
2021-07-10,20:00:00,7.1,N ugm-3,56.66102,N ugm-3,40.01379,N ugm-3,No data,,No data,,34.7,N ugm-3,No data,,36.1,N ugm-3,24.4,N ugm-3,17.5,N ugm-3,No data,,23.4,N ugm-3,14.6185,N ugm-3,20.3,N ugm-3,No data,,35.3,N ugm-3,31.6,N ugm-3,40.92848,N ugm-3,No data,N ugm-3,34,N ugm-3,30.23486,N ugm-3,30.1,N ugm-3,75.68692,N ugm-3,42.3,N ugm-3,28,N ugm-3,46.5,N ugm-3,22.27909,N ugm-3,16.8,N ugm-3,53.48476,N ugm-3,24.4,N ugm-3,53,N ugm-3,41,N ugm-3,No data,,39,N ugm-3,22.1,N ugm-3,25.59485,N ugm-3,No data,,43,N ugm-3
2021-07-10,21:00:00,-1.8,N ugm-3,44.00878,N ugm-3,33.22841,N ugm-3,No data,,No data,,32.8,N ugm-3,No data,,36.4,N ugm-3,16,N ugm-3,9.5,N ugm-3,No data,,2,N ugm-3,8.38194,N ugm-3,10.9,N ugm-3,No data,,36.2,N ugm-3,18,N ugm-3,37.53579,N ugm-3,No data,N ugm-3,24,N ugm-3,28.38883,N ugm-3,11.2,N ugm-3,62.76477,N ugm-3,36.1,N ugm-3,16.3,N ugm-3,34.3,N ugm-3,21.53822,N ugm-3,6.3,N ugm-3,40.5626,N ugm-3,16.2,N ugm-3,53,N ugm-3,52,N ugm-3,No data,,35,N ugm-3,6.9,N ugm-3,10.52732,N ugm-3,No data,,34.6,N ugm-3
2021-07-10,22:00:00,-3.4,N ugm-3,21.41631,N ugm-3,32.18066,N ugm-3,No data,,No data,,25.6,N ugm-3,No data,,12.7,N ugm-3,9,N ugm-3,7,N ugm-3,No data,,0,N ugm-3,3.24301,N ugm-3,4,N ugm-3,No data,,28.7,N ugm-3,10.2,N ugm-3,22.03586,N ugm-3,No data,N ugm-3,19,N ugm-3,10.677,N ugm-3,4.5,N ugm-3,24.14797,N ugm-3,30.4,N ugm-3,10.2,N ugm-3,29.2,N ugm-3,14.18241,N ugm-3,3.8,N ugm-3,29.88561,N ugm-3,8.4,N ugm-3,40,N ugm-3,45,N ugm-3,No data,,24,N ugm-3,4.1,N ugm-3,3.89162,N ugm-3,No data,,28.9,N ugm-3
2021-07-10,23:00:00,-5.3,N ugm-3,34.86019,N ugm-3,28.88776,N ugm-3,No data,,No data,,27.4,N ugm-3,No data,,17.7,N ugm-3,7,N ugm-3,3.5,N ugm-3,No data,,0,N ugm-3,-0.54882,N ugm-3,12.4,N ugm-3,No data,,19.7,N ugm-3,18,N ugm-3,14.63513,N ugm-3,No data,N ugm-3,15,N ugm-3,9.9785,N ugm-3,7,N ugm-3,6.78538,N ugm-3,22.8,N ugm-3,6.6,N ugm-3,25.8,N ugm-3,8.09668,N ugm-3,4.5,N ugm-3,28.38883,N ugm-3,7.2,N ugm-3,16,N ugm-3,20,N ugm-3,No data,,24,N ugm-3,2.6,N ugm-3,7.73334,N ugm-3,No data,,24.5,N ugm-3
2021-07-10,24:00:00,-2.6,N ugm-3,26.81857,N ugm-3,19.10883,N ugm-3,No data,,No data,,21.4,N ugm-3,No data,,21.2,N ugm-3,9.5,N ugm-3,9,N ugm-3,No data,,3,N ugm-3,4.83957,N ugm-3,14.4,N ugm-3,No data,,32,N ugm-3,25.1,N ugm-3,21.33736,N ugm-3,No data,N ugm-3,3,N ugm-3,12.42323,N ugm-3,1,N ugm-3,4.44043,N ugm-3,11,N ugm-3,4.6,N ugm-3,20.9,N ugm-3,2.75181,N ugm-3,3,N ugm-3,23.39958,N ugm-3,8.5,N ugm-3,17,N ugm-3,24,N ugm-3,No data,,3,N ugm-3,5,N ugm-3,8.23226,N ugm-3,No data,,18.2,N ugm-3
2021-07-11,01:00:00,0,N ugm-3,39.28061,N ugm-3,14.76818,N ugm-3,No data,,No data,,24.6,N ugm-3,No data,,17.6,N ugm-3,11.3,N ugm-3,14,N ugm-3,No data,,6,N ugm-3,10.92646,N ugm-3,9.9,N ugm-3,No data,,24.4,N ugm-3,32.1,N ugm-3,35.12432,N ugm-3,No data,,3,N ugm-3,21.55356,N ugm-3,No data,,3.1266,N ugm-3,6,N ugm-3,6.1,N ugm-3,23.1,N ugm-3,2.96349,N ugm-3,3.5,N ugm-3,20.62223,N ugm-3,6.3,N ugm-3,14,N ugm-3,27,N ugm-3,No data,,5,N ugm-3,9.8,N ugm-3,15.69951,N ugm-3,No data,,21.8,N ugm-3
2021-07-11,02:00:00,10.7,N ugm-3,27.93985,N ugm-3,10.71026,N ugm-3,No data,,No data,,24.5,N ugm-3,No data,,26.9,N ugm-3,13.3,N ugm-3,20,N ugm-3,No data,,9.3,N ugm-3,15.16732,N ugm-3,14.5,N ugm-3,No data,,12.3,N ugm-3,31.5,N ugm-3,24.09808,N ugm-3,No data,N ugm-3,6,N ugm-3,18.09435,N ugm-3,No data,,2.12875,N ugm-3,3.6,N ugm-3,14.2,N ugm-3,24,N ugm-3,2.68125,N ugm-3,4.2,N ugm-3,19.0922,N ugm-3,No data,,11,N ugm-3,27,N ugm-3,No data,,2,N ugm-3,12.1,N ugm-3,19.85722,N ugm-3,No data,,19.7,N ugm-3
2021-07-11,03:00:00,14.8,N ugm-3,22.39759,N ugm-3,9.37979,N ugm-3,No data,,No data,,14.3,N ugm-3,No data,,35.4,N ugm-3,18.5,N ugm-3,26.9,N ugm-3,No data,,12.5,N ugm-3,19.50797,N ugm-3,22.8,N ugm-3,No data,,9.1,N ugm-3,32.6,N ugm-3,25.26224,N ugm-3,No data,N ugm-3,11,N ugm-3,15.76603,N ugm-3,No data,,0.6486,N ugm-3,5.8,N ugm-3,19.8,N ugm-3,20.8,N ugm-3,2.59305,N ugm-3,4.1,N ugm-3,23.84862,N ugm-3,18.2,N ugm-3,14,N ugm-3,28,N ugm-3,No data,,2,N ugm-3,13.4,N ugm-3,24.597,N ugm-3,No data,,14.6,N ugm-3
2021-07-11,04:00:00,15.4,N ugm-3,22.1395,N ugm-3,8.73119,N ugm-3,No data,,No data,,8,N ugm-3,No data,,31.5,N ugm-3,18.5,N ugm-3,22.5,N ugm-3,No data,,10.5,N ugm-3,12.17377,N ugm-3,18.8,N ugm-3,No data,,5.2,N ugm-3,28.8,N ugm-3,17.46238,N ugm-3,No data,N ugm-3,21,N ugm-3,13.27141,N ugm-3,18.2,N ugm-3,0.94796,N ugm-3,4.6,N ugm-3,11.7,N ugm-3,16.5,N ugm-3,3.96896,N ugm-3,8.9,N ugm-3,23.49937,N ugm-3,21.4,N ugm-3,11,N ugm-3,29,N ugm-3,No data,,6,N ugm-3,13.9,N ugm-3,21.55356,N ugm-3,No data,,10,N ugm-3
2021-07-11,05:00:00,4.8,N ugm-3,27.4023,N ugm-3,5.43828,N ugm-3,No data,,No data,,8.7,N ugm-3,No data,,33.6,N ugm-3,14.5,N ugm-3,16,N ugm-3,No data,,5.5,N ugm-3,11.3256,N ugm-3,20.3,N ugm-3,No data,,3.3,N ugm-3,23.7,N ugm-3,10.51069,N ugm-3,No data,N ugm-3,25,N ugm-3,14.41893,N ugm-3,13.9,N ugm-3,1.94581,N ugm-3,5,N ugm-3,6.6,N ugm-3,14.5,N ugm-3,6.03282,N ugm-3,3.8,N ugm-3,16.11528,N ugm-3,15.8,N ugm-3,15,N ugm-3,30,N ugm-3,No data,,25,N ugm-3,10.9,N ugm-3,20.05679,N ugm-3,No data,,5.6,N ugm-3
2021-07-11,06:00:00,8.9,N ugm-3,26.74927,N ugm-3,8.73119,N ugm-3,No data,,No data,,12.2,N ugm-3,No data,,39.5,N ugm-3,13.5,N ugm-3,17,N ugm-3,No data,,9,N ugm-3,11.3256,N ugm-3,13.9,N ugm-3,No data,,4.5,N ugm-3,30.7,N ugm-3,15.91571,N ugm-3,No data,N ugm-3,24,N ugm-3,17.21291,N ugm-3,13.4,N ugm-3,11.9742,N ugm-3,9,N ugm-3,12.2,N ugm-3,19.2,N ugm-3,8.73171,N ugm-3,7.3,N ugm-3,19.70754,N ugm-3,16.6,N ugm-3,16,N ugm-3,39,N ugm-3,No data,,34,N ugm-3,10.3,N ugm-3,23.05034,N ugm-3,No data,,14.2,N ugm-3
2021-07-11,07:00:00,14.3,N ugm-3,33.3487,N ugm-3,20.85507,N ugm-3,No data,,No data,,13.5,N ugm-3,No data,,41,N ugm-3,18.5,N ugm-3,22,N ugm-3,No data,,11,N ugm-3,12.47313,N ugm-3,16.3,N ugm-3,No data,,21.5,N ugm-3,35.7,N ugm-3,14.98438,N ugm-3,No data,N ugm-3,27,N ugm-3,23.24991,N ugm-3,19.7,N ugm-3,14.41893,N ugm-3,23.4,N ugm-3,21.4,N ugm-3,22.1,N ugm-3,15.2408,N ugm-3,8.7,N ugm-3,31.08303,N ugm-3,23.8,N ugm-3,24,N ugm-3,44,N ugm-3,No data,,36,N ugm-3,12.2,N ugm-3,25.09593,N ugm-3,No data,,27.7,N ugm-3
2021-07-11,08:00:00,25.5,N ugm-3,51.70026,N ugm-3,32.72948,N ugm-3,No data,,No data,,22.9,N ugm-3,No data,,48.9,N ugm-3,23.9,N ugm-3,29.9,N ugm-3,No data,,13,N ugm-3,29.13722,N ugm-3,25.7,N ugm-3,No data,,26.8,N ugm-3,43.2,N ugm-3,24.49722,N ugm-3,No data,N ugm-3,27,N ugm-3,39.16561,N ugm-3,23.7,N ugm-3,19.15872,N ugm-3,45.2,N ugm-3,34.1,N ugm-3,29.3,N ugm-3,10.21345,N ugm-3,23.7,N ugm-3,40.31314,N ugm-3,33.2,N ugm-3,36,N ugm-3,42,N ugm-3,No data,,35,N ugm-3,19.2,N ugm-3,32.13077,N ugm-3,No data,,35.3,N ugm-3
2021-07-11,09:00:00,40.5,N ugm-3,63.65869,N ugm-3,43.65594,N ugm-3,No data,,No data,,29.5,N ugm-3,No data,,53.9,N ugm-3,29.4,N ugm-3,42.9,N ugm-3,No data,,22,N ugm-3,45.15271,N ugm-3,40.6,N ugm-3,No data,,33.1,N ugm-3,59.9,N ugm-3,48.46225,N ugm-3,No data,N ugm-3,31,N ugm-3,45.65164,N ugm-3,37.1,N ugm-3,30.13507,N ugm-3,55,N ugm-3,47.8,N ugm-3,35.5,N ugm-3,13.22986,N ugm-3,51.4,N ugm-3,48.64519,N ugm-3,52.2,N ugm-3,34,N ugm-3,36,N ugm-3,No data,,34,N ugm-3,24.8,N ugm-3,45.75142,N ugm-3,No data,,43.7,N ugm-3
2021-07-11,10:00:00,45.2,N ugm-3,57.25075,N ugm-3,49.69293,N ugm-3,No data,,No data,,37.6,N ugm-3,No data,,54.4,N ugm-3,33.4,N ugm-3,45.4,N ugm-3,No data,,22,N ugm-3,53.38498,N ugm-3,51.5,N ugm-3,No data,,38.1,N ugm-3,66.9,N ugm-3,59.10598,N ugm-3,No data,N ugm-3,32,N ugm-3,47.09852,N ugm-3,47.3,N ugm-3,42.6082,N ugm-3,53.7,N ugm-3,57,N ugm-3,52.2,N ugm-3,11.11309,N ugm-3,55.5,N ugm-3,60.36993,N ugm-3,61.7,N ugm-3,30,N ugm-3,38,N ugm-3,No data,,35,N ugm-3,34.1,N ugm-3,51.8882,N ugm-3,No data,,47.3,N ugm-3
2021-07-11,11:00:00,49.5,N ugm-3,65.14933,N ugm-3,55.28089,N ugm-3,No data,,No data,,43.4,N ugm-3,No data,,52.2,N ugm-3,36.4,N ugm-3,45.4,N ugm-3,No data,,21.5,N ugm-3,51.8882,N ugm-3,48,N ugm-3,No data,,37.1,N ugm-3,67.7,N ugm-3,61.71702,N ugm-3,No data,N ugm-3,35,N ugm-3,49.44347,N ugm-3,48.8,N ugm-3,43.60605,N ugm-3,50.2,N ugm-3,59,N ugm-3,50.6,N ugm-3,11.166,N ugm-3,56.7,N ugm-3,67.55445,N ugm-3,60.3,N ugm-3,35,N ugm-3,46,N ugm-3,No data,,37,N ugm-3,35.3,N ugm-3,54.73207,N ugm-3,No data,,59.3,N ugm-3
2021-07-11,12:00:00,48.5,N ugm-3,62.81805,N ugm-3,52.5368,N ugm-3,No data,,No data,,62.3,N ugm-3,No data,,50.8,N ugm-3,38.4,N ugm-3,47.9,N ugm-3,No data,,19.5,N ugm-3,47.79702,N ugm-3,53.9,N ugm-3,No data,,43.5,N ugm-3,71.7,N ugm-3,67.02226,N ugm-3,No data,N ugm-3,35,N ugm-3,51.33938,N ugm-3,49.3,N ugm-3,56.27874,N ugm-3,62.6,N ugm-3,57,N ugm-3,55.3,N ugm-3,16.14043,N ugm-3,56.7,N ugm-3,71.44606,N ugm-3,69.8,N ugm-3,36,N ugm-3,47,N ugm-3,No data,,37,N ugm-3,38.7,N ugm-3,62.96434,N ugm-3,No data,,63,N ugm-3
2021-07-11,13:00:00,54,N ugm-3,75.97825,N ugm-3,58.17466,N ugm-3,No data,,No data,,63.8,N ugm-3,No data,,49.9,N ugm-3,36.4,N ugm-3,42.4,N ugm-3,No data,,25.9,N ugm-3,49.29379,N ugm-3,53.9,N ugm-3,No data,,40.7,N ugm-3,74.8,N ugm-3,71.34628,N ugm-3,No data,N ugm-3,38,N ugm-3,52.23745,N ugm-3,53.1,N ugm-3,60.17036,N ugm-3,63.2,N ugm-3,58.5,N ugm-3,55.3,N ugm-3,11.53644,N ugm-3,64.3,N ugm-3,68.30283,N ugm-3,74,N ugm-3,38,N ugm-3,48,N ugm-3,No data,,36,N ugm-3,40.8,N ugm-3,63.96219,N ugm-3,No data,,60.3,N ugm-3
2021-07-11,14:00:00,57.8,N ugm-3,69.49252,N ugm-3,56.32863,N ugm-3,No data,,No data,,65.5,N ugm-3,No data,,51.9,N ugm-3,41.4,N ugm-3,38.9,N ugm-3,No data,,24.4,N ugm-3,52.63659,N ugm-3,58.4,N ugm-3,No data,,37.5,N ugm-3,76.5,N ugm-3,74.78886,N ugm-3,No data,N ugm-3,29,N ugm-3,49.69293,N ugm-3,55.6,N ugm-3,58.17466,N ugm-3,62.6,N ugm-3,63.6,N ugm-3,63.8,N ugm-3,10.37221,N ugm-3,65.1,N ugm-3,69.05122,N ugm-3,73.8,N ugm-3,34,N ugm-3,44,N ugm-3,No data,,36,N ugm-3,43.5,N ugm-3,63.61294,N ugm-3,No data,,61.9,N ugm-3
2021-07-11,15:00:00,55.3,N ugm-3,71.46801,N ugm-3,64.11186,N ugm-3,No data,,No data,,76.2,N ugm-3,No data,,53,N ugm-3,41.4,N ugm-3,41.4,N ugm-3,No data,,25.4,N ugm-3,51.93809,N ugm-3,57.9,N ugm-3,No data,,40.3,N ugm-3,74.6,N ugm-3,69.2009,N ugm-3,No data,N ugm-3,28,N ugm-3,49.2439,N ugm-3,55.9,N ugm-3,53.18541,N ugm-3,64.9,N ugm-3,61.6,N ugm-3,62.7,N ugm-3,15.08204,N ugm-3,65.7,N ugm-3,72.04477,N ugm-3,72.2,N ugm-3,29,N ugm-3,44,N ugm-3,No data,,35,N ugm-3,42.3,N ugm-3,64.81036,N ugm-3,No data,,62.8,N ugm-3
2021-07-11,16:00:00,59,N ugm-3,69.80684,N ugm-3,66.25724,N ugm-3,No data,,No data,,77.8,N ugm-3,No data,,55.2,N ugm-3,42.4,N ugm-3,42.4,N ugm-3,No data,,24.9,N ugm-3,50.34153,N ugm-3,56.4,N ugm-3,No data,,50.4,N ugm-3,76.9,N ugm-3,67.58771,N ugm-3,No data,N ugm-3,24,N ugm-3,52.33723,N ugm-3,56.4,N ugm-3,50.09207,N ugm-3,65.9,N ugm-3,62.6,N ugm-3,58.2,N ugm-3,11.48352,N ugm-3,62.1,N ugm-3,73.69122,N ugm-3,72.2,N ugm-3,30,N ugm-3,46,N ugm-3,No data,,35,N ugm-3,38.2,N ugm-3,66.85595,N ugm-3,No data,,66.2,N ugm-3
2021-07-11,17:00:00,52.9,N ugm-3,68.32253,N ugm-3,66.70627,N ugm-3,No data,,No data,,69.2,N ugm-3,No data,,58.1,N ugm-3,40.4,N ugm-3,42.4,N ugm-3,No data,,26.9,N ugm-3,50.99014,N ugm-3,56.9,N ugm-3,No data,,45.2,N ugm-3,70.7,N ugm-3,65.60864,N ugm-3,No data,N ugm-3,20,N ugm-3,52.73637,N ugm-3,55.4,N ugm-3,50.69078,N ugm-3,70,N ugm-3,62.1,N ugm-3,63,N ugm-3,14.44701,N ugm-3,62.7,N ugm-3,73.14241,N ugm-3,69.1,N ugm-3,26,N ugm-3,41,N ugm-3,No data,,30,N ugm-3,36.5,N ugm-3,61.16821,N ugm-3,No data,,69.6,N ugm-3
2021-07-11,18:00:00,49.3,N ugm-3,67.66032,N ugm-3,68.00348,N ugm-3,No data,,No data,,57.8,N ugm-3,No data,,57.1,N ugm-3,40.4,N ugm-3,42.9,N ugm-3,No data,,21,N ugm-3,48.44562,N ugm-3,52,N ugm-3,No data,,38.6,N ugm-3,68.9,N ugm-3,61.18484,N ugm-3,No data,N ugm-3,21,N ugm-3,43.95529,N ugm-3,50.2,N ugm-3,52.98584,N ugm-3,67.2,N ugm-3,62.6,N ugm-3,65.9,N ugm-3,19.15684,N ugm-3,60.5,N ugm-3,72.69337,N ugm-3,64.9,N ugm-3,26,N ugm-3,43,N ugm-3,No data,,32,N ugm-3,33.9,N ugm-3,59.42197,N ugm-3,No data,,65.8,N ugm-3
